Ticker_gse,Stock Name_gse,Value_gse,Date Value_gse,yearQuar_gse,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE,DOW JONES UTILITY AVERAGE,S&P 500,GROCERY AND PHARMACY PERCENT CHANGE FROM BASELINE,PARKS PERCENT CHANGE FROM BASELINE,RESIDENTIAL PERCENT CHANGE FROM BASELINE,RETAIL AND RECREATION PERECENT CHANGE FROM BASELINE,TRANSIT STATIONS PERCENT CHANGE FROM BASELINE,WORKPLACES PERCENT CHANGE FROM BASELINE,Value_jodi,month,year,COAL PRODUCTION TOTAL U.S._shortene,U.S. CRUDE OIL PRODUCTION_shortene,U.S. TOTAL ENERGY CONSUMPTION_shortene,LONG-TERM INTEREST RATES_interates,SHORT-TERM INTEREST RATES_interates,SINGAPORE JET KERO VS SINGAPORE GASOIL SWAP_enerfutup,BRENT CRUDE OIL (DOLLARS PER BARREL),WTI CRUDE OIL (DOLLARS PER BARREL),Polarity
PXD,PIONEER NATURAL RESOURCES COMPANY,109.94,8/13/2020,2020Q3,9178.77,27896.72,10886.48,834.39,3373.43,1.235294118,63.43243243,6.907407407,-8,-15.23076923,-27.6557377,,8,2020,62.47,12.93,8.55,,,,44.87,42.26,-0.210522835
VLO,VALERO ENERGY CORPORATION,55.12,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
XOM,EXXON MOBIL CORPORATION,44.09,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
MPC,MARATHON PETROLEUM CORPORATION,38.13,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
OXY,OCCIDENTAL PETROLEUM CORPORATION,14.92,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
CVX,CHEVRON CORPORATION,90.72,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
PSX,PHILLIPS 66,64.41,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
COP,CONOCOPHILLIPS,41.66,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
MRO,MARATHON OIL CORPORATION,5.98,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
BP,BP P.L.C.,24.26,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
PXD,PIONEER NATURAL RESOURCES COMPANY,110.5,8/12/2020,2020Q3,9208.97,27976.84,10936.1,836.74,3380.35,1.705882353,67.84057971,6.759259259,-5.916666667,-16.88461538,-27.65146199,,8,2020,62.47,12.93,8.55,,,,45.09,42.6,-0.1286965
VLO,VALERO ENERGY CORPORATION,53.65,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
XOM,EXXON MOBIL CORPORATION,44.97,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
MPC,MARATHON PETROLEUM CORPORATION,36.95,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.16,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
CVX,CHEVRON CORPORATION,89.62,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
PSX,PHILLIPS 66,64.11,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
COP,CONOCOPHILLIPS,39.71,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
MRO,MARATHON OIL CORPORATION,5.94,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
BP,BP P.L.C.,23.81,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
PXD,PIONEER NATURAL RESOURCES COMPANY,106.56,8/11/2020,2020Q3,9116.6,27686.91,10889.53,821.99,3333.69,2,73.54421769,6.827956989,-6.666666667,-15.42307692,-28.14485981,,8,2020,62.47,12.93,8.55,,,,43.68,41.53,-0.192998957
VLO,VALERO ENERGY CORPORATION,53.55,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
XOM,EXXON MOBIL CORPORATION,44.51,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
MPC,MARATHON PETROLEUM CORPORATION,37.13,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
OXY,OCCIDENTAL PETROLEUM CORPORATION,16.48,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
CVX,CHEVRON CORPORATION,89.73,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
PSX,PHILLIPS 66,64.87,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
COP,CONOCOPHILLIPS,39.64,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
MRO,MARATHON OIL CORPORATION,6.04,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
BP,BP P.L.C.,23.5,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
PXD,PIONEER NATURAL RESOURCES COMPANY,108.99,8/10/2020,2020Q3,9166.38,27791.44,10864.94,841.03,3360.47,-1.5,60.83974359,6.660326087,-7.083333333,-17.36,-27.30868545,,8,2020,62.47,12.93,8.55,,,,44.19,41.94,-0.168169212
VLO,VALERO ENERGY CORPORATION,52.66,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
XOM,EXXON MOBIL CORPORATION,43.44,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
MPC,MARATHON PETROLEUM CORPORATION,36.67,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.45,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
CVX,CHEVRON CORPORATION,86.8,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
PSX,PHILLIPS 66,62.87,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
COP,CONOCOPHILLIPS,38.3,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
MRO,MARATHON OIL CORPORATION,5.74,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
BP,BP P.L.C.,22.98,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
PXD,PIONEER NATURAL RESOURCES COMPANY,104.28,8/7/2020,2020Q3,9040.58,27433.48,10576.38,843.23,3351.28,-0.625,76.84313725,6.88121547,-9.916666667,-16.2,-27.59004739,,8,2020,62.47,12.93,8.55,,,,44.07,41.16,-0.234130785
VLO,VALERO ENERGY CORPORATION,51.48,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
XOM,EXXON MOBIL CORPORATION,43.64,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
MPC,MARATHON PETROLEUM CORPORATION,35.73,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.45,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
CVX,CHEVRON CORPORATION,87.47,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
PSX,PHILLIPS 66,60.97,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
COP,CONOCOPHILLIPS,38.05,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
MRO,MARATHON OIL CORPORATION,5.68,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
BP,BP P.L.C.,23.26,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
PXD,PIONEER NATURAL RESOURCES COMPANY,102.36,8/6/2020,2020Q3,8952.74,27386.98,10331.09,828.87,3349.16,2,75.80272109,6.954545455,-6.666666667,-15.80769231,-28.12763466,,8,2020,62.47,12.93,8.55,,,,45.04,41.93,-0.231065536
VLO,VALERO ENERGY CORPORATION,51.62,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
XOM,EXXON MOBIL CORPORATION,43.85,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
MPC,MARATHON PETROLEUM CORPORATION,36.43,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.94,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
CVX,CHEVRON CORPORATION,87.2,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
PSX,PHILLIPS 66,61.96,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
COP,CONOCOPHILLIPS,38.02,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
MRO,MARATHON OIL CORPORATION,5.98,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
BP,BP P.L.C.,23.95,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
PXD,PIONEER NATURAL RESOURCES COMPANY,102.65,8/5/2020,2020Q3,8886.24,27201.52,10215.41,825.37,3327.77,4.866666667,81.58461538,6.75862069,-4.090909091,-14.53846154,-27.86931155,,8,2020,62.47,12.93,8.55,,,,44.92,42.25,-0.194736845
VLO,VALERO ENERGY CORPORATION,53.02,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
XOM,EXXON MOBIL CORPORATION,43.47,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
MPC,MARATHON PETROLEUM CORPORATION,37.69,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.74,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
CVX,CHEVRON CORPORATION,86.49,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
PSX,PHILLIPS 66,61.85,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
COP,CONOCOPHILLIPS,37.64,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
MRO,MARATHON OIL CORPORATION,5.78,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
BP,BP P.L.C.,23.74,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
PXD,PIONEER NATURAL RESOURCES COMPANY,99.52,8/4/2020,2020Q3,8800.84,26828.47,10086.66,832.49,3306.51,3.066666667,67.30821918,7.497326203,-8.727272727,-22.69230769,-28.72695449,,8,2020,62.47,12.93,8.55,,,,43.99,41.67,-0.205609287
VLO,VALERO ENERGY CORPORATION,53.91,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
XOM,EXXON MOBIL CORPORATION,42.25,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
MPC,MARATHON PETROLEUM CORPORATION,38.57,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.25,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
CVX,CHEVRON CORPORATION,84.81,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
PSX,PHILLIPS 66,61.12,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
COP,CONOCOPHILLIPS,36.71,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
MRO,MARATHON OIL CORPORATION,5.52,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
BP,BP P.L.C.,22.09,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
PXD,PIONEER NATURAL RESOURCES COMPANY,97.84,8/3/2020,2020Q3,8734.84,26664.4,10011.72,822.34,3294.61,4,65.03870968,6.951219512,-4.545454545,-19.875,-27.32352941,,8,2020,62.47,12.93,8.55,,,,43.76,40.83,-0.129163146
VLO,VALERO ENERGY CORPORATION,56.23,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
XOM,EXXON MOBIL CORPORATION,42.08,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
MPC,MARATHON PETROLEUM CORPORATION,38.2,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.74,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
CVX,CHEVRON CORPORATION,83.94,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
PSX,PHILLIPS 66,62.02,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
COP,CONOCOPHILLIPS,37.39,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
MRO,MARATHON OIL CORPORATION,5.49,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
BP,BP P.L.C.,22.04,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
PXD,PIONEER NATURAL RESOURCES COMPANY,96.92,7/31/2020,2020Q3,8701.84,26428.32,9994.81,830.77,3271.12,2.176470588,73.53205128,7.337950139,-9.583333333,-17.53846154,-28.16943128,18309.48,7,2020,61.84,12.81,8.57,,,,43.13,40.1,-0.149215294
VLO,VALERO ENERGY CORPORATION,56.33,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
XOM,EXXON MOBIL CORPORATION,41.87,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
MPC,MARATHON PETROLEUM CORPORATION,38.08,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
OXY,OCCIDENTAL PETROLEUM CORPORATION,15.77,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
CVX,CHEVRON CORPORATION,86.27,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
PSX,PHILLIPS 66,63.09,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
COP,CONOCOPHILLIPS,37.64,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
MRO,MARATHON OIL CORPORATION,5.51,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
BP,BP P.L.C.,22.44,7/30/2020,2020Q3,8656.46,26313.65,9907.48,828.13,3246.22,1.352941176,67.59459459,7.830188679,-8.25,-17.76,-28.75175644,18309.48,7,2020,61.84,12.81,8.57,,,,42.98,39.85,-0.22165033
